time,old_path,new_path
2026-01-14T10:09:30.062505,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110111.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110111.txt
2026-01-14T10:09:30.064150,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110112.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110112.txt
2026-01-14T10:09:30.065712,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110113.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110113.txt
2026-01-14T10:09:30.067955,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110114.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110114.txt
2026-01-14T10:09:30.069725,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110115.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110115.txt
2026-01-14T10:09:30.071377,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110116.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110116.txt
2026-01-14T10:09:30.072940,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110117.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110117.txt
2026-01-14T10:09:30.074475,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110118.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110118.txt
2026-01-14T10:09:30.076493,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110119.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110119.txt
2026-01-14T10:09:30.078187,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110120.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110120.txt
2026-01-14T10:09:30.080247,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110121.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110121.txt
2026-01-14T10:09:30.081876,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110122.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110122.txt
2026-01-14T10:09:30.083511,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110123.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110123.txt
2026-01-14T10:09:30.084912,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110200.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110200.txt
2026-01-14T10:09:30.086572,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110201.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110201.txt
2026-01-14T10:09:30.088097,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110202.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110202.txt
2026-01-14T10:09:30.089731,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110203.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110203.txt
2026-01-14T10:09:30.091522,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110204.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110204.txt
2026-01-14T10:09:30.093187,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110205.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110205.txt
2026-01-14T10:09:30.095351,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110206.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110206.txt
2026-01-14T10:09:30.097537,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110207.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110207.txt
2026-01-14T10:09:30.099555,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110208.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110208.txt
2026-01-14T10:09:30.101936,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110209.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110209.txt
2026-01-14T10:09:30.104184,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110210.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110210.txt
2026-01-14T10:09:30.106236,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110211.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110211.txt
2026-01-14T10:09:30.108162,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110212.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110212.txt
2026-01-14T10:09:30.109761,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110213.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110213.txt
2026-01-14T10:09:30.111544,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110214.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110214.txt
2026-01-14T10:09:30.113063,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110215.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110215.txt
2026-01-14T10:09:30.115147,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110216.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110216.txt
2026-01-14T10:09:30.116869,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110217.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110217.txt
2026-01-14T10:09:30.118607,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110218.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110218.txt
2026-01-14T10:09:30.120151,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110219.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110219.txt
2026-01-14T10:09:30.122171,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110220.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110220.txt
2026-01-14T10:09:30.123794,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110221.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110221.txt
2026-01-14T10:09:30.125323,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110222.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110222.txt
2026-01-14T10:09:30.127045,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110223.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110223.txt
2026-01-14T10:09:30.128925,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110300.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110300.txt
2026-01-14T10:09:30.130882,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110301.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110301.txt
2026-01-14T10:09:30.132373,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110302.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110302.txt
2026-01-14T10:09:30.133926,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110303.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110303.txt
2026-01-14T10:09:30.135996,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110304.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110304.txt
2026-01-14T10:09:30.137668,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110305.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110305.txt
2026-01-14T10:09:30.139725,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110306.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110306.txt
2026-01-14T10:09:30.141284,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110307.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110307.txt
2026-01-14T10:09:30.142888,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110308.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110308.txt
2026-01-14T10:09:30.144421,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110309.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110309.txt
2026-01-14T10:09:30.146043,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110310.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110310.txt
2026-01-14T10:09:30.147658,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110311.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110311.txt
2026-01-14T10:09:30.149404,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110312.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110312.txt
2026-01-14T10:09:30.151254,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110313.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110313.txt
2026-01-14T10:09:30.153071,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110314.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110314.txt
2026-01-14T10:09:30.154598,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110315.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110315.txt
2026-01-14T10:09:30.156631,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110316.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110316.txt
2026-01-14T10:09:30.158351,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110317.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110317.txt
2026-01-14T10:09:30.160833,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110318.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110318.txt
2026-01-14T10:09:30.163254,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110319.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110319.txt
2026-01-14T10:09:30.165792,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110320.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110320.txt
2026-01-14T10:09:30.167359,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110321.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110321.txt
2026-01-14T10:09:30.168956,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110322.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110322.txt
2026-01-14T10:09:30.170674,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110323.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110323.txt
2026-01-14T10:09:30.172250,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110400.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110400.txt
2026-01-14T10:09:30.173794,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110401.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110401.txt
2026-01-14T10:09:30.175489,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110402.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110402.txt
2026-01-14T10:09:30.177324,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110403.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110403.txt
2026-01-14T10:09:30.179036,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110404.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110404.txt
2026-01-14T10:09:30.180526,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110405.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110405.txt
2026-01-14T10:09:30.182365,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110406.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110406.txt
2026-01-14T10:09:30.184109,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110407.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110407.txt
2026-01-14T10:09:30.185763,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110408.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110408.txt
2026-01-14T10:09:30.187174,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110409.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110409.txt
2026-01-14T10:09:30.188633,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110410.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110410.txt
2026-01-14T10:09:30.190161,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110411.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110411.txt
2026-01-14T10:09:30.191761,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110412.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110412.txt
2026-01-14T10:09:30.193456,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110413.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110413.txt
2026-01-14T10:09:30.195152,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110414.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110414.txt
2026-01-14T10:09:30.196744,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110415.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110415.txt
2026-01-14T10:09:30.198566,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110416.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110416.txt
2026-01-14T10:09:30.200344,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110417.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110417.txt
2026-01-14T10:09:30.201966,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110418.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110418.txt
2026-01-14T10:09:30.203462,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110419.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110419.txt
2026-01-14T10:09:30.205130,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110420.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110420.txt
2026-01-14T10:09:30.206632,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110421.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110421.txt
2026-01-14T10:09:30.208157,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110422.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110422.txt
2026-01-14T10:09:30.209547,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110423.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110423.txt
2026-01-14T10:09:30.210969,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110500.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110500.txt
2026-01-14T10:09:30.212551,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110501.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110501.txt
2026-01-14T10:09:30.214242,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110502.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110502.txt
2026-01-14T10:09:30.215756,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110503.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110503.txt
2026-01-14T10:09:30.217489,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110504.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110504.txt
2026-01-14T10:09:30.219151,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110505.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110505.txt
2026-01-14T10:09:30.221041,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110506.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110506.txt
2026-01-14T10:09:30.222524,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110507.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110507.txt
2026-01-14T10:09:30.223973,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110508.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110508.txt
2026-01-14T10:09:30.225444,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110509.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110509.txt
2026-01-14T10:09:30.227175,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110510.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110510.txt
2026-01-14T10:09:30.228661,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110511.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110511.txt
2026-01-14T10:09:30.230371,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110512.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110512.txt
2026-01-14T10:09:30.231920,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110513.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110513.txt
2026-01-14T10:09:30.233892,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110514.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110514.txt
2026-01-14T10:09:30.235592,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110515.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110515.txt
2026-01-14T10:09:30.237124,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110516.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110516.txt
2026-01-14T10:09:30.238632,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110517.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110517.txt
2026-01-14T10:09:30.240317,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110518.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110518.txt
2026-01-14T10:09:30.242161,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110519.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110519.txt
2026-01-14T10:09:30.243648,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110520.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110520.txt
2026-01-14T10:09:30.245086,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110521.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110521.txt
2026-01-14T10:09:30.247395,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110522.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110522.txt
2026-01-14T10:09:30.249182,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110523.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110523.txt
2026-01-14T10:09:30.250769,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110600.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110600.txt
2026-01-14T10:09:30.252435,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110601.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110601.txt
2026-01-14T10:09:30.253903,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110602.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110602.txt
2026-01-14T10:09:30.255290,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110603.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110603.txt
2026-01-14T10:09:30.256879,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110604.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110604.txt
2026-01-14T10:09:30.258579,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110605.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110605.txt
2026-01-14T10:09:30.260167,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110606.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110606.txt
2026-01-14T10:09:30.261985,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110607.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110607.txt
2026-01-14T10:09:30.263895,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110608.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110608.txt
2026-01-14T10:09:30.265415,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110609.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110609.txt
2026-01-14T10:09:30.267175,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110610.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110610.txt
2026-01-14T10:09:30.269034,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110611.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110611.txt
2026-01-14T10:09:30.270580,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110612.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110612.txt
2026-01-14T10:09:30.272550,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110613.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110613.txt
2026-01-14T10:09:30.274296,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110614.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110614.txt
2026-01-14T10:09:30.275863,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110615.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110615.txt
2026-01-14T10:09:30.278071,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110616.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110616.txt
2026-01-14T10:09:30.279748,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110617.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110617.txt
2026-01-14T10:09:30.281220,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110618.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110618.txt
2026-01-14T10:09:30.282633,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110619.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110619.txt
2026-01-14T10:09:30.284010,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110620.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110620.txt
2026-01-14T10:09:30.285365,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110621.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110621.txt
2026-01-14T10:09:30.286813,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110622.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110622.txt
2026-01-14T10:09:30.288484,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110623.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110623.txt
2026-01-14T10:09:30.290121,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110700.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110700.txt
2026-01-14T10:09:30.291680,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110701.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110701.txt
2026-01-14T10:09:30.293135,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110702.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110702.txt
2026-01-14T10:09:30.294700,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110703.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110703.txt
2026-01-14T10:09:30.296456,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110704.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110704.txt
2026-01-14T10:09:30.298328,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110705.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110705.txt
2026-01-14T10:09:30.299956,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110706.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110706.txt
2026-01-14T10:09:30.301584,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110707.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110707.txt
2026-01-14T10:09:30.303372,D:\BaiduSyncdisk\2025\研究\基准地调整研究\database\2024110708.txt,D:\BaiduSyncdisk\2025\研究\基准地调整研究\数据集文件\202411072024110708.txt
